layer_centroid,late_share,early_share,hops_strong,dist_strong,min_hops,slug,category,density,degree_gini,modularity,error_share,mean_degree,n_nodes,n_edges,n_communities,n_tokens,nodes_per_token,edges_per_token
9.677395554450777,0.2701649269893104,0.5505632111184613,1,1.4053060278894864,1,agpoc-b15-hj328,B,0.03368879294514934,0.4905765202924078,0.4493454282110679,0.08227374719521316,90.01645474943905,1337.0,60176.0,6.0,8,167.125,7522.0
11.180598676193142,0.3256673650274625,0.4618536541508325,1,1.2541056749798596,1,agpoc-b16-hj328,B,0.03581517909121549,0.5090200778711345,0.4746994845147952,0.08383838383838384,70.84242424242424,990.0,35067.0,6.0,6,165.0,5844.5
10.971846060539429,0.316544037692936,0.4931195364280894,1,2.3074348365666033,1,agpoc-b17-hj328,B,0.031968162535102505,0.5159503370085338,0.45363748556820366,0.07662538699690402,82.54179566563468,1292.0,53322.0,7.0,7,184.57142857142858,7617.428571428572
12.462895416998302,0.3938152612072928,0.38128202423084,1,2.026646751699549,1,agpoc-b18-hj328,B,0.04187047007073604,0.5011429328425179,0.47185801864890337,0.0914396887159533,86.00194552529183,1028.0,44205.0,6.0,6,171.33333333333334,7367.5
9.722473388710183,0.24972668556588606,0.535257497658385,1,1.8033403383449498,1,agpoc-b19-hj328,B,0.02875341568977718,0.5207228694047555,0.5014964934219603,0.09275834011391375,70.61838893409276,1229.0,43395.0,5.0,8,153.625,5424.375
11.029547845165066,0.35542799862077157,0.5037719513851351,1,2.800441721396758,1,agpoc-c21-hj328,C,0.02663935166128671,0.5215571505420017,0.4677175169160498,0.10745466756212223,79.27871054398925,1489.0,59023.0,9.0,11,135.36363636363637,5365.727272727273
10.216078829871106,0.3159152210841533,0.5468467792271939,1,4.318799368626962,1,agpoc-c22-hj328,C,0.02685964064136653,0.5167657027420122,0.4523572359603157,0.0983502538071066,84.60786802030456,1576.0,66671.0,9.0,11,143.27272727272728,6061.0
11.346205165700532,0.3780496286059859,0.4955088872291504,1,3.4787776930755476,1,agpoc-c23-hj328,C,0.024148946790456226,0.5299201821919699,0.46176747444521693,0.10505050505050505,71.67407407407407,1485.0,53218.0,8.0,11,135.0,4838.0
10.444009617876848,0.3289106577338059,0.5342387469169946,1,3.483159688880182,1,agpoc-c24-hj328,C,0.026483467036491057,0.5205117403574665,0.4556423158442112,0.10233160621761658,81.7279792746114,1544.0,63094.0,8.0,11,140.36363636363637,5735.818181818182
10.568194174226186,0.3442831612345868,0.5334028983240012,1,3.6575922363690347,1,agpoc-c25-hj328,C,0.02520849630456063,0.5297296512491361,0.4875970657426092,0.1130718954248366,77.0875816993464,1530.0,58972.0,9.0,12,127.5,4914.333333333333
10.336677614260129,0.315233938388977,0.538807985851616,1,3.8143701149242535,1,agpoc-c26-hj328,C,0.025327660317052112,0.5136526912770705,0.4692901993230137,0.11008039579468151,81.85899814471243,1617.0,66183.0,9.0,12,134.75,5515.25
10.721232749595261,0.34171043558871955,0.525460209818834,1,2.207774423446498,1,agpoc-c27-hj328,C,0.027037800379719246,0.5179273981532916,0.44931595546830555,0.10167310167310167,83.97940797940798,1554.0,65252.0,9.0,11,141.27272727272728,5932.0
10.553713897969457,0.3328308538425018,0.5248563441508967,1,2.8994544141343237,1,agpoc-c28-hj328,C,0.024184240802772844,0.5303310592307222,0.4604115258700049,0.10377358490566038,71.73045822102426,1484.0,53224.0,8.0,11,134.9090909090909,4838.545454545455
11.202204162254406,0.36011324566351394,0.49219019041122525,1,2.68150615953042,1,agpoc-c20-hj328,C,0.025081019196704243,0.5299514962119042,0.46360785434891794,0.10536912751677853,74.69127516778524,1490.0,55645.0,8.0,11,135.45454545454547,5058.636363636364
11.152216513146982,0.3681457659828571,0.497283302808053,1,2.8294263246664992,1,agpoc-c29-hj328,C,0.02793047127574303,0.5179445547362378,0.4537155932782027,0.10045961917268549,85.02035456336179,1523.0,64743.0,8.0,11,138.45454545454547,5885.727272727273
11.506527117279841,0.3361548111798492,0.4434611194846843,1,1.9482459002933699,1,agpoc-d30-hj328,D,0.03358750434480361,0.513165181747623,0.4908096201457677,0.0875,64.42083333333333,960.0,30922.0,5.0,6,160.0,5153.666666666667
11.173906011460605,0.31688785870585845,0.46327560814577196,1,1.837458394075004,1,agpoc-d31-hj328,D,0.032458811310956896,0.514517989805317,0.49888663533586197,0.09229098805646037,59.724212812160694,921.0,27503.0,5.0,6,153.5,4583.833333333333
12.138804051717248,0.3556634076694713,0.4160318316944077,1,2.1993670961529412,1,agpoc-d32-hj328,D,0.03259051333730447,0.5236373402372401,0.4486467152336499,0.0944055944055944,55.86013986013986,858.0,23964.0,6.0,6,143.0,3994.0
11.041767636502849,0.3177825967367995,0.46295722320743926,1,1.407312659098183,1,agpoc-d33-hj328,D,0.034858205202444266,0.4965731119538877,0.49041114178000106,0.08342022940563086,66.78832116788321,959.0,32025.0,5.0,6,159.83333333333334,5337.5
11.082687884660356,0.31244833630106056,0.4743683266975294,1,1.9416576111941493,1,agpoc-d34-hj328,D,0.03238586742516735,0.5074742673225113,0.47479390025279233,0.0870020964360587,61.727463312368975,954.0,29444.0,5.0,6,159.0,4907.333333333333
10.511605474481554,0.2733350726960829,0.493427309333756,1,1.8215686048426178,1,agpoc-d35-hj328,D,0.04369571540667785,0.4712621398870131,0.44269178411545235,0.0744485294117647,94.99448529411765,1088.0,51677.0,5.0,6,181.33333333333334,8612.833333333334
10.629464952221577,0.28704001425390346,0.4922605602151037,1,1.9675919312015397,1,agpoc-d36-hj328,D,0.032748261342669255,0.5094825257842042,0.494046266935937,0.09239130434782608,60.19130434782609,920.0,27688.0,6.0,6,153.33333333333334,4614.666666666667
10.970953383611604,0.2998497380445947,0.4721628794870726,1,1.4224309968931081,1,agpoc-d37-hj328,D,0.028392422274978905,0.5131639880426558,0.5052657924047008,0.08254963427377221,54.28631138975967,957.0,25976.0,5.0,6,159.5,4329.333333333333
10.429413460538633,0.26553136944690153,0.5050395057304171,1,1.6499675247952281,1,agpoc-d38-hj328,D,0.030115594969861537,0.518943210510189,0.5001043139906616,0.08991228070175439,54.87061403508772,912.0,25021.0,5.0,6,152.0,4170.166666666667
11.155797642094093,0.30998025224369163,0.45415061266154977,1,2.369933681397991,1,agpoc-d39-hj328,D,0.035768218759504596,0.491122085896982,0.4798116309213703,0.08270676691729323,76.04323308270676,1064.0,40455.0,5.0,6,177.33333333333334,6742.5
10.726334709672972,0.3250382235207773,0.5111611958477,1,2.039042343032919,1,agpoc-f40-hj328,F,0.031086105395064515,0.5122339968191363,0.4625641364909058,0.08951965065502183,85.36244541484716,1374.0,58644.0,7.0,8,171.75,7330.5
11.00363257722668,0.3335779285443354,0.49562854868342615,1,1.6179663790327494,1,agpoc-f41-hj328,F,0.029327066941261377,0.530947903604224,0.46945888356579113,0.09264931087289434,76.54364471669219,1306.0,49983.0,5.0,8,163.25,6247.875
10.921848713139743,0.326035827600247,0.5024707564605609,1,1.9262567223888738,1,agpoc-f42-hj328,F,0.030269722446681982,0.5233882637009993,0.4493905312826252,0.0911144578313253,80.33584337349397,1328.0,53343.0,6.0,8,166.0,6667.875
11.020057101287897,0.32637499739186465,0.4973709114569468,1,2.152464424999197,1,agpoc-f43-hj328,F,0.03206623351701072,0.5206933427887885,0.45486170747975474,0.0925240562546262,86.57883049592894,1351.0,58484.0,6.0,8,168.875,7310.5
11.00620554095806,0.33324859339811547,0.495082281621542,1,1.7730742030928517,1,agpoc-f44-hj328,F,0.03137609525179659,0.5213314022392556,0.4586564681154415,0.09063444108761329,83.02114803625378,1324.0,54960.0,6.0,8,165.5,6870.0
10.551134188465728,0.31551719061574457,0.521951848602286,1,1.5272174370353322,1,agpoc-f45-hj328,F,0.030489587750218216,0.5156259264068744,0.47307159663775417,0.08883994126284875,82.99265785609398,1362.0,56518.0,7.0,8,170.25,7064.75
10.805115886769705,0.3252055474833722,0.5111179696611506,1,1.595789962992786,1,agpoc-f46-hj328,F,0.028159945130973422,0.5317838406835006,0.4804953112437107,0.09597523219814241,72.70897832817337,1292.0,46970.0,6.0,8,161.5,5871.25
10.837293831557464,0.3263209500993836,0.5082951237014643,1,1.57760631848035,1,agpoc-f47-hj328,F,0.027765387292769138,0.5231992291872031,0.4684037305322129,0.08927231807951988,73.96699174793699,1333.0,49299.0,7.0,8,166.625,6162.375
11.364843028809595,0.34993640110960283,0.48399676555930554,1,2.010140911109252,1,agpoc-f48-hj328,F,0.029072308495619717,0.541821066598018,0.43618069049244346,0.0971107544141252,72.3900481540931,1246.0,45099.0,7.0,8,155.75,5637.375
11.531508366275538,0.36969326077776815,0.47938778391232095,1,2.3539981740830216,1,agpoc-f49-hj328,F,0.028275639149102264,0.5407016278206314,0.4499393757621455,0.09523809523809523,72.3856362217018,1281.0,46363.0,6.0,8,160.125,5795.375
12.41285581034172,0.4109695032880354,0.41586015596601067,1,2.7872211855207256,1,agpoc-e50-hj328,E,0.043940003947108744,0.4553739950065008,0.4256258122311052,0.0763765541740675,98.86500888099467,1126.0,55661.0,6.0,5,225.2,11132.2
14.635192492749933,0.5254917119542705,0.30492850412975603,1,2.8378529166888473,1,agpoc-e51-hj328,E,0.04324998589311943,0.47437125119671764,0.3966029927560067,0.07763401109057301,93.50646950092421,1082.0,50587.0,5.0,5,216.4,10117.4
12.067925734477257,0.3814409988991242,0.4267957696115638,1,2.8290605182753574,1,agpoc-e52-hj328,E,0.03874406496911034,0.484798195562461,0.45563222536029496,0.08325358851674641,80.8976076555024,1045.0,42269.0,5.0,5,209.0,8453.8
12.532063696038986,0.4121022922429243,0.4070119275204033,1,3.1050293804428817,1,agpoc-e53-hj328,E,0.0394525287128478,0.4847048142423175,0.43856927534252255,0.08187672493100276,85.69089236430543,1087.0,46573.0,6.0,5,217.4,9314.6
13.323473091367307,0.46588324166328254,0.3725932615961234,1,2.9517257684174902,1,agpoc-e54-hj328,E,0.04301595135692294,0.46727975590077525,0.41782736505562035,0.07783882783882784,93.86080586080585,1092.0,51248.0,5.0,5,218.4,10249.6
12.213314813720334,0.3869250945681307,0.4192353081071024,1,3.2521954977204297,1,agpoc-e55-hj328,E,0.04178526621484922,0.47456476390041,0.43618996045138536,0.07752613240418119,95.85540069686411,1148.0,55021.0,6.0,5,229.6,11004.2
12.408248312194681,0.40069892581996147,0.4075160222092842,1,3.060000944684146,1,agpoc-e56-hj328,E,0.04289181946662261,0.47023947791532705,0.41832434370126326,0.07954545454545454,98.0506993006993,1144.0,56085.0,5.0,5,228.8,11217.0
11.575951656537907,0.37777057390847435,0.46477361147628377,1,2.9147705839502014,1,agpoc-e57-hj328,E,0.03966635773864689,0.47714280620617155,0.4602724062484762,0.0787037037037037,85.6,1080.0,46224.0,6.0,5,216.0,9244.8
12.063618411574335,0.3821120425378885,0.42201952884969296,1,3.38010507201091,1,agpoc-e58-hj328,E,0.04283137962128043,0.4694180154549998,0.42296319889496825,0.07927927927927927,95.0,1110.0,52725.0,6.0,5,222.0,10545.0
12.906662093288027,0.43268706431435083,0.3855757845263905,1,3.011639357538286,1,agpoc-e59-hj328,E,0.041268852360083846,0.47721060288641304,0.4275384682402101,0.08192090395480225,87.57250470809792,1062.0,46501.0,6.0,5,212.4,9300.2
